PackageName,KnownBadVersion,ThreatDescription,Source
composite-reducer,1.0.5,ShaiHulud,KOI
count-it-down,1.0.1,ShaiHulud,KOI
count-it-down,1.0.2,ShaiHulud,KOI
cpu-instructions,0.0.14,ShaiHulud,KOI
create-director-app,0.1.1,ShaiHulud,KOI
create-glee-app,0.2.2,ShaiHulud,KOI
create-glee-app,0.2.3,ShaiHulud,KOI
create-hardhat3-app,1.1.1,ShaiHulud,KOI
create-hardhat3-app,1.1.2,ShaiHulud,KOI
create-hardhat3-app,1.1.3,ShaiHulud,KOI
create-hardhat3-app,1.1.4,ShaiHulud,KOI
create-mcp-use-app,0.5.3,ShaiHulud,KOI
create-mcp-use-app,0.5.4,ShaiHulud,KOI
create-silgi,0.3.1,ShaiHulud,KOI
crypto-addr-codec,0.1.9,ShaiHulud,KOI
css-dedoupe,0.1.2,ShaiHulud,KOI
csv-tool-cli,1.2.1,ShaiHulud,KOI
dashboard-empty-state,1.0.3,ShaiHulud,KOI
designstudiouiux,1.0.1,ShaiHulud,KOI
devstart-cli,1.0.6,ShaiHulud,KOI
dialogflow-es,1.1.2,ShaiHulud,KOI
dialogflow-es,1.1.3,ShaiHulud,KOI
dialogflow-es,1.1.4,ShaiHulud,KOI
discord-bot-server,0.1.2,ShaiHulud,KOI
docusaurus-plugin-vanilla-extract,1.0.3,ShaiHulud,KOI
dont-go,1.1.2,ShaiHulud,KOI
dotnet-template,0.0.3,ShaiHulud,KOI
dotnet-template,0.0.4,ShaiHulud,KOI
drop-events-on-property-plugin,0.0.2,ShaiHulud,KOI
easypanel-sdk,0.3.2,ShaiHulud,KOI
email-deliverability-tester,1.1.1,ShaiHulud,KOI
enforce-branch-name,1.1.3,ShaiHulud,KOI
esbuild-plugin-brotli,0.2.1,ShaiHulud,KOI
esbuild-plugin-eta,0.1.1,ShaiHulud,KOI
esbuild-plugin-httpfile,0.4.1,ShaiHulud,KOI
eslint-config-nitpicky,4.0.1,ShaiHulud,KOI
eslint-config-trigo,22.0.2,ShaiHulud,KOI
eslint-config-zeallat-base,1.0.4,ShaiHulud,KOI
ethereum-ens,0.8.1,ShaiHulud,KOI
evm-checkcode-cli,1.0.12,ShaiHulud,KOI
evm-checkcode-cli,1.0.13,ShaiHulud,KOI
evm-checkcode-cli,1.0.14,ShaiHulud,KOI
evm-checkcode-cli,1.0.15,ShaiHulud,KOI
exact-ticker,0.3.5,ShaiHulud,KOI
expo-audio-session,0.2.1,ShaiHulud,KOI
expo-router-on-rails,0.0.4,ShaiHulud,KOI
express-starter-template,1.0.10,ShaiHulud,KOI
expressos,1.1.3,ShaiHulud,KOI
fat-fingered,1.0.1,ShaiHulud,KOI
fat-fingered,1.0.2,ShaiHulud,KOI
feature-flip,1.0.1,ShaiHulud,KOI
feature-flip,1.0.2,ShaiHulud,KOI
firestore-search-engine,1.2.3,ShaiHulud,KOI
fittxt,1.0.2,ShaiHulud,KOI
fittxt,1.0.3,ShaiHulud,KOI
flapstacks,1.0.1,ShaiHulud,KOI
flapstacks,1.0.2,ShaiHulud,KOI
flatten-unflatten,1.0.1,ShaiHulud,KOI
flatten-unflatten,1.0.2,ShaiHulud,KOI
formik-error-focus,2.0.1,ShaiHulud,KOI
formik-store,1.0.1,ShaiHulud,KOI
frontity-starter-theme,1.0.1,ShaiHulud,KOI
fuzzy-finder,1.0.5,ShaiHulud,KOI
fuzzy-finder,1.0.6,ShaiHulud,KOI
gate-evm-check-code2,2.0.3,ShaiHulud,KOI
gate-evm-check-code2,2.0.4,ShaiHulud,KOI
gate-evm-check-code2,2.0.5,ShaiHulud,KOI
gate-evm-check-code2,2.0.6,ShaiHulud,KOI
gate-evm-tools-test,1.0.5,ShaiHulud,KOI
gate-evm-tools-test,1.0.6,ShaiHulud,KOI
gate-evm-tools-test,1.0.7,ShaiHulud,KOI
gate-evm-tools-test,1.0.8,ShaiHulud,KOI
gatsby-plugin-antd,2.2.1,ShaiHulud,KOI
gatsby-plugin-cname,1.0.1,ShaiHulud,KOI
gatsby-plugin-cname,1.0.2,ShaiHulud,KOI
generator-meteor-stock,0.1.6,ShaiHulud,KOI
generator-ng-itobuz,0.0.15,ShaiHulud,KOI
get-them-args,1.3.3,ShaiHulud,KOI
github-action-for-generator,2.1.27,ShaiHulud,KOI
github-action-for-generator,2.1.28,ShaiHulud,KOI
gitsafe,1.0.5,ShaiHulud,KOI
go-template,0.1.8,ShaiHulud,KOI
go-template,0.1.9,ShaiHulud,KOI
gulp-inject-envs,1.2.1,ShaiHulud,KOI
gulp-inject-envs,1.2.2,ShaiHulud,KOI
haufe-axera-api-client,0.0.2,ShaiHulud,KOI
hope-mapboxdraw,0.1.1,ShaiHulud,KOI
hopedraw,1.0.3,ShaiHulud,KOI
hover-design-prototype,0.0.5,ShaiHulud,KOI
httpness,1.0.2,ShaiHulud,KOI
httpness,1.0.3,ShaiHulud,KOI
hyper-fullfacing,1.0.3,ShaiHulud,KOI
hyperterm-hipster,1.0.7,ShaiHulud,KOI
ids-css,1.5.1,ShaiHulud,KOI
ids-enterprise-mcp-server,0.0.2,ShaiHulud,KOI
ids-enterprise-typings,20.1.6,ShaiHulud,KOI
image-to-uri,1.0.1,ShaiHulud,KOI
image-to-uri,1.0.2,ShaiHulud,KOI
insomnia-plugin-random-pick,1.0.4,ShaiHulud,KOI
invo,0.2.2,ShaiHulud,KOI
iron-shield-miniapp,0.0.2,ShaiHulud,KOI
ito-button,8.0.3,ShaiHulud,KOI
itobuz-angular,0.0.1,ShaiHulud,KOI
itobuz-angular-auth,8.0.11,ShaiHulud,KOI
itobuz-angular-button,8.0.11,ShaiHulud,KOI
jacob-zuma,1.0.1,ShaiHulud,KOI
jacob-zuma,1.0.2,ShaiHulud,KOI
jaetut-varit-test,1.0.2,ShaiHulud,KOI
jan-browser,0.13.1,ShaiHulud,KOI
jquery-bindings,1.1.2,ShaiHulud,KOI
jquery-bindings,1.1.3,ShaiHulud,KOI
jsonsurge,1.0.7,ShaiHulud,KOI
just-toasty,1.7.1,ShaiHulud,KOI
kill-port,2.0.2,ShaiHulud,KOI
kill-port,2.0.3,ShaiHulud,KOI
kinetix-default-token-list,1.0.5,ShaiHulud,KOI
kns-error-code,1.0.8,ShaiHulud,KOI
korea-administrative-area-geo-json-util,1.0.7,ShaiHulud,KOI
kwami,1.5.10,ShaiHulud,KOI
kwami,1.5.9,ShaiHulud,KOI
lang-codes,1.0.1,ShaiHulud,KOI
lang-codes,1.0.2,ShaiHulud,KOI
license-o-matic,1.2.1,ShaiHulud,KOI
license-o-matic,1.2.2,ShaiHulud,KOI
lint-staged-imagemin,1.3.1,ShaiHulud,KOI
lint-staged-imagemin,1.3.2,ShaiHulud,KOI
lite-serper-mcp-server,0.2.2,ShaiHulud,KOI
lui-vue-test,0.70.9,ShaiHulud,KOI
luno-api,1.2.3,ShaiHulud,KOI
m25-transaction-utils,1.1.16,ShaiHulud,KOI
manual-billing-system-miniapp-api,1.3.1,ShaiHulud,KOI
mcp-use,1.4.2,ShaiHulud,KOI
mcp-use,1.4.3,ShaiHulud,KOI
medusa-plugin-announcement,0.0.3,ShaiHulud,KOI
medusa-plugin-logs,0.0.17,ShaiHulud,KOI
medusa-plugin-momo,0.0.68,ShaiHulud,KOI
medusa-plugin-product-reviews-kvy,0.0.4,ShaiHulud,KOI
medusa-plugin-zalopay,0.0.40,ShaiHulud,KOI
mod10-check-digit,1.0.1,ShaiHulud,KOI
mon-package-react-typescript,1.0.1,ShaiHulud,KOI
my-saeed-lib,0.1.1,ShaiHulud,KOI
n8n-nodes-tmdb,0.5.1,ShaiHulud,KOI
n8n-nodes-vercel-ai-sdk,0.1.7,ShaiHulud,KOI
n8n-nodes-viral-app,0.2.5,ShaiHulud,KOI
nanoreset,7.0.1,ShaiHulud,KOI
nanoreset,7.0.2,ShaiHulud,KOI
next-circular-dependency,1.0.2,ShaiHulud,KOI
next-circular-dependency,1.0.3,ShaiHulud,KOI
next-simple-google-analytics,1.1.1,ShaiHulud,KOI
next-simple-google-analytics,1.1.2,ShaiHulud,KOI
next-styled-nprogress,1.0.4,ShaiHulud,KOI
next-styled-nprogress,1.0.5,ShaiHulud,KOI
ngx-useful-swiper-prosenjit,9.0.2,ShaiHulud,KOI
ngx-wooapi,12.0.1,ShaiHulud,KOI
nitro-graphql,1.5.12,ShaiHulud,KOI
nitro-kutu,0.1.1,ShaiHulud,KOI
nitrodeploy,1.0.8,ShaiHulud,KOI
nitroping,0.1.1,ShaiHulud,KOI
normal-store,1.3.1,ShaiHulud,KOI
normal-store,1.3.2,ShaiHulud,KOI
normal-store,1.3.3,ShaiHulud,KOI
normal-store,1.3.4,ShaiHulud,KOI
nuxt-keycloak,0.2.2,ShaiHulud,KOI
obj-to-css,1.0.2,ShaiHulud,KOI
obj-to-css,1.0.3,ShaiHulud,KOI
okta-react-router-6,5.0.1,ShaiHulud,KOI
open2internet,0.1.1,ShaiHulud,KOI
orbit-boxicons,2.1.3,ShaiHulud,KOI
orbit-nebula-draw-tools,1.0.10,ShaiHulud,KOI
orbit-nebula-editor,1.0.2,ShaiHulud,KOI
orbit-soap,0.43.13,ShaiHulud,KOI
orchestrix,12.1.2,ShaiHulud,KOI
package-tester,1.0.1,ShaiHulud,KOI
parcel-plugin-asset-copier,1.1.2,ShaiHulud,KOI
parcel-plugin-asset-copier,1.1.3,ShaiHulud,KOI
pdf-annotation,0.0.2,ShaiHulud,KOI
pergel,0.13.2,ShaiHulud,KOI
pergeltest,0.0.25,ShaiHulud,KOI
piclite,1.0.1,ShaiHulud,KOI
pico-uid,1.0.3,ShaiHulud,KOI
pico-uid,1.0.4,ShaiHulud,KOI
pkg-readme,1.1.1,ShaiHulud,KOI
poper-react-sdk,0.1.2,ShaiHulud,KOI
posthog-docusaurus,2.0.6,ShaiHulud,KOI
posthog-js,1.297.3,ShaiHulud,KOI
posthog-node,4.18.1,ShaiHulud,KOI
posthog-node,5.13.3,ShaiHulud,KOI
posthog-plugin-hello-world,1.0.1,ShaiHulud,KOI
posthog-react-native,4.11.1,ShaiHulud,KOI
posthog-react-native,4.12.5,ShaiHulud,KOI
posthog-react-native-session-replay,1.2.2,ShaiHulud,KOI
prime-one-table,0.0.19,ShaiHulud,KOI
prompt-eng,1.0.50,ShaiHulud,KOI
prompt-eng-server,1.0.18,ShaiHulud,KOI
puny-req,1.0.3,ShaiHulud,KOI
quickswap-ads-list,1.0.33,ShaiHulud,KOI
quickswap-default-staking-list,1.0.11,ShaiHulud,KOI
quickswap-default-staking-list-address,1.0.55,ShaiHulud,KOI
quickswap-default-token-list,1.5.16,ShaiHulud,KOI
quickswap-router-sdk,1.0.1,ShaiHulud,KOI
quickswap-sdk,3.0.44,ShaiHulud,KOI
quickswap-smart-order-router,1.0.1,ShaiHulud,KOI
quickswap-token-lists,1.0.3,ShaiHulud,KOI
quickswap-v2-sdk,2.0.1,ShaiHulud,KOI
ra-auth-firebase,1.0.3,ShaiHulud,KOI
ra-data-firebase,1.0.7,ShaiHulud,KOI
ra-data-firebase,1.0.8,ShaiHulud,KOI
react-component-taggers,0.1.9,ShaiHulud,KOI
react-data-to-export,1.0.1,ShaiHulud,KOI
react-element-prompt-inspector,0.1.18,ShaiHulud,KOI
react-favic,1.0.2,ShaiHulud,KOI
react-hook-form-persist,3.0.1,ShaiHulud,KOI
react-hook-form-persist,3.0.2,ShaiHulud,KOI
react-jam-icons,1.0.1,ShaiHulud,KOI
react-jam-icons,1.0.2,ShaiHulud,KOI
react-keycloak-context,1.0.8,ShaiHulud,KOI
react-keycloak-context,1.0.9,ShaiHulud,KOI
react-library-setup,0.0.6,ShaiHulud,KOI
react-linear-loader,1.0.2,ShaiHulud,KOI
react-micromodal.js,1.0.1,ShaiHulud,KOI
react-micromodal.js,1.0.2,ShaiHulud,KOI
react-native-datepicker-modal,1.3.1,ShaiHulud,KOI
react-native-datepicker-modal,1.3.2,ShaiHulud,KOI
react-native-email,2.1.1,ShaiHulud,KOI
react-native-email,2.1.2,ShaiHulud,KOI
react-native-fetch,2.0.1,ShaiHulud,KOI
react-native-fetch,2.0.2,ShaiHulud,KOI
react-native-get-pixel-dimensions,1.0.1,ShaiHulud,KOI
react-native-get-pixel-dimensions,1.0.2,ShaiHulud,KOI
react-native-google-maps-directions,2.1.2,ShaiHulud,KOI
react-native-jam-icons,1.0.1,ShaiHulud,KOI
react-native-jam-icons,1.0.2,ShaiHulud,KOI
react-native-log-level,1.2.1,ShaiHulud,KOI
react-native-log-level,1.2.2,ShaiHulud,KOI
react-native-modest-checkbox,3.3.1,ShaiHulud,KOI
react-native-modest-storage,2.1.1,ShaiHulud,KOI
react-native-phone-call,1.2.1,ShaiHulud,KOI
react-native-phone-call,1.2.2,ShaiHulud,KOI
react-native-retriable-fetch,2.0.1,ShaiHulud,KOI
react-native-retriable-fetch,2.0.2,ShaiHulud,KOI
react-native-use-modal,1.0.3,ShaiHulud,KOI
react-native-view-finder,1.2.1,ShaiHulud,KOI
react-native-view-finder,1.2.2,ShaiHulud,KOI
react-native-websocket,1.0.3,ShaiHulud,KOI
react-native-websocket,1.0.4,ShaiHulud,KOI
react-native-worklet-functions,3.3.3,ShaiHulud,KOI
react-packery-component,1.0.3,ShaiHulud,KOI
react-qr-image,1.1.1,ShaiHulud,KOI
react-scrambled-text,1.0.4,ShaiHulud,KOI
rediff,1.0.5,ShaiHulud,KOI
rediff-viewer,0.0.7,ShaiHulud,KOI
redux-forge,2.5.3,ShaiHulud,KOI
redux-router-kit,1.2.2,ShaiHulud,KOI
redux-router-kit,1.2.3,ShaiHulud,KOI
redux-router-kit,1.2.4,ShaiHulud,KOI
revenuecat,1.0.1,ShaiHulud,KOI
rollup-plugin-httpfile,0.2.1,ShaiHulud,KOI
sa-company-registration-number-regex,1.0.1,ShaiHulud,KOI
sa-company-registration-number-regex,1.0.2,ShaiHulud,KOI
sa-id-gen,1.0.4,ShaiHulud,KOI
sa-id-gen,1.0.5,ShaiHulud,KOI
samesame,1.0.3,ShaiHulud,KOI
scgs-capacitor-subscribe,1.0.11,ShaiHulud,KOI
scgsffcreator,1.0.5,ShaiHulud,KOI
schob,1.0.3,ShaiHulud,KOI
selenium-session,1.0.5,ShaiHulud,KOI
selenium-session-client,1.0.4,ShaiHulud,KOI
set-nested-prop,2.0.1,ShaiHulud,KOI
set-nested-prop,2.0.2,ShaiHulud,KOI
shelf-jwt-sessions,0.1.2,ShaiHulud,KOI
shell-exec,1.1.3,ShaiHulud,KOI
shell-exec,1.1.4,ShaiHulud,KOI
shinhan-limit-scrap,1.0.3,ShaiHulud,KOI
silgi,0.43.30,ShaiHulud,KOI
simplejsonform,1.0.1,ShaiHulud,KOI
skills-use,0.1.1,ShaiHulud,KOI
skills-use,0.1.2,ShaiHulud,KOI
solomon-api-stories,1.0.2,ShaiHulud,KOI
solomon-v3-stories,1.15.6,ShaiHulud,KOI
solomon-v3-ui-wrapper,1.6.1,ShaiHulud,KOI
soneium-acs,1.0.1,ShaiHulud,KOI
sort-by-distance,2.0.1,ShaiHulud,KOI
south-african-id-info,1.0.2,ShaiHulud,KOI
stat-fns,1.0.1,ShaiHulud,KOI
stoor,2.3.2,ShaiHulud,KOI
sufetch,0.4.1,ShaiHulud,KOI
super-commit,1.0.1,ShaiHulud,KOI
svelte-autocomplete-select,1.1.1,ShaiHulud,KOI
svelte-toasty,1.1.2,ShaiHulud,KOI
svelte-toasty,1.1.3,ShaiHulud,KOI
tanstack-shadcn-table,1.1.5,ShaiHulud,KOI
tavily-module,1.0.1,ShaiHulud,KOI
tcsp,2.0.2,ShaiHulud,KOI
tcsp-draw-test,1.0.5,ShaiHulud,KOI
tcsp-test-vd,2.4.4,ShaiHulud,KOI
template-lib,1.1.3,ShaiHulud,KOI
template-lib,1.1.4,ShaiHulud,KOI
template-micro-service,1.0.2,ShaiHulud,KOI
template-micro-service,1.0.3,ShaiHulud,KOI
tenacious-fetch,2.3.2,ShaiHulud,KOI
tenacious-fetch,2.3.3,ShaiHulud,KOI
test-foundry-app,1.0.1,ShaiHulud,KOI
test-foundry-app,1.0.2,ShaiHulud,KOI
test-foundry-app,1.0.3,ShaiHulud,KOI
test-foundry-app,1.0.4,ShaiHulud,KOI
test-hardhat-app,1.0.1,ShaiHulud,KOI
test-hardhat-app,1.0.2,ShaiHulud,KOI
test-hardhat-app,1.0.3,ShaiHulud,KOI
test-hardhat-app,1.0.4,ShaiHulud,KOI
test23112222-api,1.0.1,ShaiHulud,KOI
tiaan,1.0.2,ShaiHulud,KOI
tiptap-shadcn-vue,0.2.1,ShaiHulud,KOI
token.js-fork,0.7.32,ShaiHulud,KOI
toonfetch,0.3.2,ShaiHulud,KOI
trigo-react-app,4.1.2,ShaiHulud,KOI
ts-relay-cursor-paging,2.1.1,ShaiHulud,KOI
typeface-antonio-complete,1.0.5,ShaiHulud,KOI
typefence,1.2.2,ShaiHulud,KOI
typefence,1.2.3,ShaiHulud,KOI
typeorm-orbit,0.2.27,ShaiHulud,KOI
unadapter,0.1.3,ShaiHulud,KOI
undefsafe-typed,1.0.4,ShaiHulud,KOI
unemail,0.3.1,ShaiHulud,KOI
uniswap-router-sdk,1.6.2,ShaiHulud,KOI
uniswap-smart-order-router,3.16.26,ShaiHulud,KOI
uniswap-test-sdk-core,4.0.8,ShaiHulud,KOI
unsearch,0.0.3,ShaiHulud,KOI
uplandui,0.5.4,ShaiHulud,KOI
upload-to-play-store,1.0.1,ShaiHulud,KOI
upload-to-play-store,1.0.2,ShaiHulud,KOI
url-encode-decode,1.0.1,ShaiHulud,KOI
url-encode-decode,1.0.2,ShaiHulud,KOI
use-unsaved-changes,1.0.9,ShaiHulud,KOI
v-plausible,1.2.1,ShaiHulud,KOI
valid-south-african-id,1.0.3,ShaiHulud,KOI
valuedex-sdk,3.0.5,ShaiHulud,KOI
vf-oss-template,1.0.1,ShaiHulud,KOI
vf-oss-template,1.0.2,ShaiHulud,KOI
vf-oss-template,1.0.3,ShaiHulud,KOI
victoria-wallet-constants,0.1.1,ShaiHulud,KOI
victoria-wallet-constants,0.1.2,ShaiHulud,KOI
victoria-wallet-core,0.1.1,ShaiHulud,KOI
victoria-wallet-core,0.1.2,ShaiHulud,KOI
victoria-wallet-type,0.1.1,ShaiHulud,KOI
victoria-wallet-type,0.1.2,ShaiHulud,KOI
victoria-wallet-utils,0.1.1,ShaiHulud,KOI
victoria-wallet-utils,0.1.2,ShaiHulud,KOI
victoria-wallet-validator,0.1.1,ShaiHulud,KOI
victoria-wallet-validator,0.1.2,ShaiHulud,KOI
victoriaxoaquyet-wallet-core,0.2.1,ShaiHulud,KOI
victoriaxoaquyet-wallet-core,0.2.2,ShaiHulud,KOI
vite-plugin-httpfile,0.2.1,ShaiHulud,KOI
vue-browserupdate-nuxt,1.0.5,ShaiHulud,KOI
wallet-evm,0.3.1,ShaiHulud,KOI
wallet-evm,0.3.2,ShaiHulud,KOI
wallet-type,0.1.1,ShaiHulud,KOI
wallet-type,0.1.2,ShaiHulud,KOI
web-scraper-mcp,1.1.4,ShaiHulud,KOI
web-types-htmx,0.1.1,ShaiHulud,KOI
web-types-lit,0.1.1,ShaiHulud,KOI
webpack-loader-httpfile,0.2.1,ShaiHulud,KOI
wellness-expert-ng-gallery,5.1.1,ShaiHulud,KOI
wenk,1.0.10,ShaiHulud,KOI
wenk,1.0.9,ShaiHulud,KOI
zapier-async-storage,1.0.1,ShaiHulud,KOI
zapier-async-storage,1.0.2,ShaiHulud,KOI
zapier-async-storage,1.0.3,ShaiHulud,KOI
zapier-platform-cli,18.0.2,ShaiHulud,KOI
zapier-platform-cli,18.0.3,ShaiHulud,KOI
zapier-platform-cli,18.0.4,ShaiHulud,KOI
zapier-platform-core,18.0.2,ShaiHulud,KOI
zapier-platform-core,18.0.3,ShaiHulud,KOI
zapier-platform-core,18.0.4,ShaiHulud,KOI
zapier-platform-legacy-scripting-runner,4.0.2,ShaiHulud,KOI
zapier-platform-legacy-scripting-runner,4.0.3,ShaiHulud,KOI
zapier-platform-legacy-scripting-runner,4.0.4,ShaiHulud,KOI
zapier-platform-schema,18.0.2,ShaiHulud,KOI
zapier-platform-schema,18.0.3,ShaiHulud,KOI
zapier-platform-schema,18.0.4,ShaiHulud,KOI
zapier-scripts,7.8.3,ShaiHulud,KOI
zapier-scripts,7.8.4,ShaiHulud,KOI
zuper-cli,1.0.1,ShaiHulud,KOI
zuper-sdk,1.0.57,ShaiHulud,KOI
zuper-stream,2.0.9,ShaiHulud,KOI
